"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"Idou Anfa Hotel","Venue",,"0",,,,,,"50"
"Hotel Amanjena","Venue",,"0",,,,,,"50"
"Hotel Oudaya","Venue",,"0",,,,,,"50"
"Hotel Ayoub","Venue",,"0",,,,,,"50"
"Hotel Argana","Venue",,"0",,,,,,"50"
"Hotel Imperial Borj","Venue",,"0",,,,,,"50"
"Tagadirt Hotel","Venue",,"0",,,,,,"50"
"Agadir Beach Club Hotel","Venue",,"0",,,,,,"50"
"Hotel Anezi","Venue",,"0",,,,,,"50"
"Hotel Club Al Moggar Garden Beach","Venue",,"0",,,,,,"50"
"Hotel La Maison Des Oliviers","Venue",,"0",,,,,,"50"
"Hotel Sud Bahia","Venue",,"0",,,,,,"50"
"Hotel Mounia","Venue",,"0",,,,,,"50"
"Hotel Zaki","Venue",,"0",,,,,,"50"
"Hotel Tafoukt","Venue",,"0",,,,,,"50"
"Hotel Sofia","Venue",,"0",,,,,,"50"
"Hotel Medina & Spa","Venue",,"0",,,,,,"50"
"Hotel Rif and Spa","Venue",,"0",,,,,,"50"
"Sheraton Casablanca Hotel Twrs","Venue",,"0",,,,,,"50"
"Hotel Tichka Salam Marrakech","Venue",,"0",,,,,,"50"
"Assafi Hotel","Venue",,"0",,,,,,"50"
"Residence Hotel Nejma","Venue",,"0",,,,,,"50"
"Al Khayam Hotel","Venue",,"0",,,,,,"50"
"Ribas Hotel","Venue",,"0",,,,,,"50"
"Thobacts Hotel","Venue",,"0",,,,,,"50"
"Hotel Wassim","Venue",,"0",,,,,,"50"
"Boutique Hotel Man Tess","Venue",,"0",,,,,,"50"
"Grand Hotel","Venue",,"0",,,,,,"50"
"Les Jardins De Agdal Hotel & Spa","Venue",,"0",,,,,,"50"
"Conte Hotel","Venue",,"0",,,,,,"50"
"Boutique Casa Del Mare Hotel","Venue",,"0",,,,,,"50"
"Aurel Hotel","Venue",,"0",,,,,,"50"
"Hotel CATTARO","Venue",,"0",,,,,,"50"
"Hotel 'Topla' beach","Venue",,"0",,,,,,"50"
"Hotel Lokve","Venue",,"0",,,,,,"50"
"Leogrand Hotel and Convention Center","Venue",,"0",,,,,,"50"
"Manhattan Hotel and Residence","Venue",,"0",,,,,,"50"
"Business & Spa Hotel Olsi","Venue",,"0",,,,,,"50"
"Diplomat Club Hotel","Venue",,"0",,,,,,"50"
"Bella Donna Hotel","Venue",,"0",,,,,,"50"
"Jazz Hotel","Venue",,"0",,,,,,"50"
"Prezident Hotel","Venue",,"0",,,,,,"50"
"Botanic Parc Hotel","Venue",,"0",,,,,,"50"
"Iris Hotel","Venue",,"0",,,,,,"50"
"Manhattan Hotel & Restaurant","Venue",,"0",,,,,,"50"
"Hotel Gloria","Venue",,"0",,,,,,"50"
"Leogrand Hotel & Convention Center","Venue",,"0",,,,,,"50"
"Hotel Jolly Alone","Venue",,"0",,,,,,"50"
"Hermitage Hotel","Venue",,"0",,,,,,"50"
"Hotel De Paris Monte Carlo","Venue",,"0",,,,,,"50"
"Hotel Le Meridien Beach Plaza Monaco","Venue",,"0",,,,,,"50"
"Hilton Tanger City Center Hotel & Residences","Venue",,"0",,,,,,"50"
"Hotel Yassmine Negro","Venue",,"0",,,,,,"50"
"Douar Hoteliert","Venue",,"0",,,,,,"50"
"Hotel Haaday","Venue",,"0",,,,,,"50"
"Hotel Mercure Rif Nador","Venue",,"0",,,,,,"50"
"Hotel Admiral","Venue",,"0",,,,,,"50"
"Hotel Palata Venezia","Venue",,"0",,,,,,"50"
"Hotel Vardar","Venue",,"0",,,,,,"50"
"Kerber Hotel","Venue",,"0",,,,,,"50"
"Best Western Hotel Bellevue Skopje","Venue",,"0",,,,,,"50"
"Hotel Donco","Venue",,"0",,,,,,"50"
"RRE Robert Reimers Hotel","Venue",,"0",,,,,,"50"
"Amarina Hotel Ora Resort","Venue",,"0",,,,,,"50"
"Vanila Hotel and Spa","Venue",,"0",,,,,,"50"
"Loharano Hotel Ora Resort","Venue",,"0",,,,,,"50"
"Colbert Hotel","Venue",,"0",,,,,,"50"
"Le Grand Hotel","Venue",,"0",,,,,,"50"
"Tana Plaza Hotel","Venue",,"0",,,,,,"50"
"Calypso Hotel","Venue",,"0",,,,,,"50"
"Le Grand Mellis Hotel & Spa","Venue",,"0",,,,,,"50"
"Palissandre Hotel Et Spa","Venue",,"0",,,,,,"50"
"Anjajavy-L Hotel","Venue",,"0",,,,,,"50"
"Hotel Royal Mirage de Luxe","Venue",,"0",,,,,,"50"
"Sunny Hotel Antananarivo","Venue",,"0",,,,,,"50"
"Blue Bay Beach Hotel","Venue",,"0",,,,,,"50"
"Hotel Beach Plaza","Venue",,"0",,,,,,"50"
"Marquis Hotel","Venue",,"0",,,,,,"50"
"Hotel Monte Casa Spa and Wellnes","Venue",,"0",,,,,,"50"
"Aleksandar Hotel","Venue",,"0",,,,,,"50"
"Hotel Novi","Venue",,"0",,,,,,"50"
"Casa Del Mare Hotel Amfora","Venue",,"0",,,,,,"50"
"Perper Hotel","Venue",,"0",,,,,,"50"
"Castellastva Hotel","Venue",,"0",,,,,,"50"
"Hotel Slovenska Plaža 3","Venue",,"0",,,,,,"50"
"Boja Tours Hotel","Venue",,"0",,,,,,"50"
"Casa Del Mare Garni Hotel Capitano","Venue",,"0",,,,,,"50"
"Hotel Crna Gora","Venue",,"0",,,,,,"50"
"Marquis Boutique Hotel and Spa","Venue",,"0",,,,,,"50"
"Hotel Du Golf","Venue",,"0",,,,,,"50"
"Le Medina Essaouira Hotel Thalassa Sea and Spa By Mgallery Collection","Venue",,"0",,,,,,"50"
"Ryad Mogador Gueliz Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Tafilalet Hotel","Venue",,"0",,,,,,"50"
"Blanco Riad Hotel","Venue",,"0",,,,,,"50"
"Hotel Sahrai","Venue",,"0",,,,,,"50"
"Hotel Albassatine","Venue",,"0",,,,,,"50"
"Imperial Casablanca Hotel & Spa","Venue",,"0",,,,,,"50"
"Hotel Etoile Du Nord","Venue",,"0",,,,,,"50"
"La Paloma Hotel","Venue",,"0",,,,,,"50"
"Cesar Hotel & Spa","Venue",,"0",,,,,,"50"
"Residence Hotel Nejma","Venue",,"0",,,,,,"50"
"Sidi Harazem Hotel","Venue",,"0",,,,,,"50"
"Sheraton Casablanca Hotel & Towers","Venue",,"0",,,,,,"50"
"Swiss International Hotel Imperial Holiday","Venue",,"0",,,,,,"50"
"Amani Residence Hotel","Venue",,"0",,,,,,"50"
"Campaville Hotel Club","Venue",,"0",,,,,,"50"
"Relax Hotel Airport","Venue",,"0",,,,,,"50"
"Bo Hotel And Spa Aparthotel","Venue",,"0",,,,,,"50"
"Anezi Tower Hotel","Venue",,"0",,,,,,"50"
"Al Walid Hotel Casablanca","Venue",,"0",,,,,,"50"
"Hotel Atlas Medina & Spa","Venue",,"0",,,,,,"50"
"Ryad Mogador Essaouira Hotel","Venue",,"0",,,,,,"50"
"Hotel Fashion Marrakech","Venue",,"0",,,,,,"50"
"Mogador Menzah Appart Hotel","Venue",,"0",,,,,,"50"
"Hotel Akabar","Venue",,"0",,,,,,"50"
"Hotel Riu Tikida Garden","Venue",,"0",,,,,,"50"
"Kamal Hotel","Venue",,"0",,,,,,"50"
"Hotel Riu Palace Tikida Agadir","Venue",,"0",,,,,,"50"
"Le Zaki Hotel","Venue",,"0",,,,,,"50"
"Hotel Agnaoue","Venue",,"0",,,,,,"50"
"Tempoo Hotel Marrakech","Venue",,"0",,,,,,"50"
"Appart Hotel Alia","Venue",,"0",,,,,,"50"
"Kasbah Agafay Hotel & Spa","Venue",,"0",,,,,,"50"
"Dar Catalina Marrakech Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Hotel Amoud","Venue",,"0",,,,,,"50"
"Hotel Palais Soltane","Venue",,"0",,,,,,"50"
"Hotel Mercure Ouarzazate","Venue",,"0",,,,,,"50"
"Hotel Riad Salam Zagora","Venue",,"0",,,,,,"50"
"Hotel Madrid","Venue",,"0",,,,,,"50"
"Villa Blanca Urban Hotel","Venue",,"0",,,,,,"50"
"Les Omayades Agadir Hotel","Venue",,"0",,,,,,"50"
"Grand Hotel Villa de France","Venue",,"0",,,,,,"50"
"Hotel Cesar Boutique and Spa","Venue",,"0",,,,,,"50"
"Idrissides Hotel and Spa","Venue",,"0",,,,,,"50"
"Radisson Blu Hotel Marrakech Carré Eden","Venue",,"0",,,,,,"50"
"Ryad Mogador Agdal Hotel And Spa","Venue",,"0",,,,,,"50"
"Appart Hotel Assounfou Non Refundable Room","Venue",,"0",,,,,,"50"
"Hotel Pullman Mazagan Royal Golf and Spa","Venue",,"0",,,,,,"50"
"Hotel Ryad Mogador Kasbah","Venue",,"0",,,,,,"50"
"Hotel Agnaou","Venue",,"0",,,,,,"50"
"Lodge K Hotel and Spa","Venue",,"0",,,,,,"50"
"La Suite Agadir Boutique Hotel","Venue",,"0",,,,,,"50"
"Hotel Oscar Ouarzazate","Venue",,"0",,,,,,"50"
"Swiss International Hotel Imperial Plaza","Venue",,"0",,,,,,"50"
"Holiday Inn Hotel Du Golf","Venue",,"0",,,,,,"50"
"Hotel Barcelo Tanger","Venue",,"0",,,,,,"50"
"Appart Hotel Tagadirt","Venue",,"0",,,,,,"50"
"Hotel Ibis Tanger City Center","Venue",,"0",,,,,,"50"
"Kasbah Igoudar Boutique Hotel and Spa","Venue",,"0",,,,,,"50"
"Hotel Nouzha","Venue",,"0",,,,,,"50"
"Sheraton Casablanca Hotel and Towers","Venue",,"0",,,,,,"50"
"Hotel Atlas Essaouira and Spa","Venue",,"0",,,,,,"50"
"Vodno Hotel","Venue",,"0",,,,,,"50"
"Hotel Clarion Collection Valdemars","Venue",,"0",,,,,,"50"
"Islande Hotel","Venue",,"0",,,,,,"50"
"Inter City Boutique Hotel","Venue",,"0",,,,,,"50"
"Lao Plaza Hotel","Venue",,"0",,,,,,"50"
"Angkam Hotel","Venue",,"0",,,,,,"50"
"Maison Souvannaphoum Hotel","Venue",,"0",,,,,,"50"
"Grand Eurasia Hotel","Venue",,"0",,,,,,"50"
"Royal Park Hotel","Venue",,"0",,,,,,"50"
"Dedeman Oskemen Tavros Hotel","Venue",,"0",,,,,,"50"
"Renaissance Aktau Hotel","Venue",,"0",,,,,,"50"
"Beijing Palace Soluxe Hotel Astana","Venue",,"0",,,,,,"50"
"Astra Hotel","Venue",,"0",,,,,,"50"
"King Hotel Astana","Venue",,"0",,,,,,"50"
"Grand Hotel Tien Shan","Venue",,"0",,,,,,"50"
"Renion Hotel Almaty","Venue",,"0",,,,,,"50"
"Grand Aiser Hotel","Venue",,"0",,,,,,"50"
"Voyage Hotel","Venue",,"0",,,,,,"50"
"Royal Petrol Hotel","Venue",,"0",,,,,,"50"
"Soluxe Hotel Almaty","Venue",,"0",,,,,,"50"
"Radisson Sas Hotel Astana","Venue",,"0",,,,,,"50"
"Premier Alatau Hotel","Venue",,"0",,,,,,"50"
"Rixos President Hotel Astana","Venue",,"0",,,,,,"50"
"Safir Hotel and Residences Fintas Kuwait","Venue",,"0",,,,,,"50"
"Crowne Plaza Hotel","Venue",,"0",,,,,,"50"
"Sheraton Hotel and Towers","Venue",,"0",,,,,,"50"
"Mövenpick Hotel And Residence Al Bidaa","Venue",,"0",,,,,,"50"
"Jumeirah Messilah Beach Hotel & Spa","Venue",,"0",,,,,,"50"
"Al Jahra Copthorne Hotel &Amp Resort","Venue",,"0",,,,,,"50"
"Hawthorn Hotel & Suites Hawally","Venue",,"0",,,,,,"50"
"Muangthong Hotel","Venue",,"0",,,,,,"50"
"Ramayana Gallery Hotel","Venue",,"0",,,,,,"50"
"Beau Rivage Mekong Hotel","Venue",,"0",,,,,,"50"
"Chiang Khong Teak Garden Hotel Chiang Rai","Venue",,"0",,,,,,"50"
"Diplomat Suite Hotel","Venue",,"0",,,,,,"50"
"Bayinn Hotel","Venue",,"0",,,,,,"50"
"Monoberge Hotel","Venue",,"0",,,,,,"50"
"Portemilio Hotel & Resort","Venue",,"0",,,,,,"50"
"Queens Land Hotel","Venue",,"0",,,,,,"50"
"Sun Hills Hotel","Venue",,"0",,,,,,"50"
"Hollywood Inn Boutique Hotel","Venue",,"0",,,,,,"50"
"Edde Sands Hotel","Venue",,"0",,,,,,"50"
"Q-Hotel","Venue",,"0",,,,,,"50"
"Midtown Hotel & Suites","Venue",,"0",,,,,,"50"
"O Monot Hotel","Venue",,"0",,,,,,"50"
"Charles Hotel","Venue",,"0",,,,,,"50"
"Cosmopolitan Hotel","Venue",,"0",,,,,,"50"
"Movenpick Hotel Kuwait","Venue",,"0",,,,,,"50"
"Golden Tulip Hotel De Ville","Venue",,"0",,,,,,"50"
"Mozart Hotel","Venue",,"0",,,,,,"50"
"Suite Hotel Merlot","Venue",,"0",,,,,,"50"
"Hotel Dieu","Venue",,"0",,,,,,"50"
"Radisson Sas Martinez Hotel","Venue",,"0",,,,,,"50"
"Grand Hotel Kadri","Venue",,"0",,,,,,"50"
"Hotel De Ville","Venue",,"0",,,,,,"50"
"Hotel Dieu","Venue",,"0",,,,,,"50"
"Asian Pavilion Hotel","Venue",,"0",,,,,,"50"
"Hotel Matilda","Venue",,"0",,,,,,"50"
"Le Sen Boutique Hotel Luang Reabang","Venue",,"0",,,,,,"50"
"Lane Xang Princess Hotel","Venue",,"0",,,,,,"50"
"Indigo House Hotel","Venue",,"0",,,,,,"50"
"Settha Palace Hotel Vientiane","Venue",,"0",,,,,,"50"
"Le Royal Hotels & Resorts - Be","Venue",,"0",,,,,,"50"
"Movenpick Hotel And Resort Beirut","Venue",,"0",,,,,,"50"
"Ai Jahra Copthone Hotel & Resort","Venue",,"0",,,,,,"50"
"Hawthorn Hotel & Suites","Venue",,"0",,,,,,"50"
"Hotel Tongdosa","Venue",,"0",,,,,,"50"
"Jb Design Hotel","Venue",,"0",,,,,,"50"
"Its Tourist Hotel","Venue",,"0",,,,,,"50"
"Haeundae Business Hotel Gt","Venue",,"0",,,,,,"50"
"Hotel The Designers Incheon","Venue",,"0",,,,,,"50"
"New Kukje Hotel","Venue",,"0",,,,,,"50"
"Benikea Premier Hotel Bernoui Seoul","Venue",,"0",,,,,,"50"
"Grabel Hotel","Venue",,"0",,,,,,"50"
"Hotel Gaon Golden Park Dongdae","Venue",,"0",,,,,,"50"
"Hotel Yaja Seomyeon Lotte","Venue",,"0",,,,,,"50"
"Hotel Tong Seoul Myeongdong","Venue",,"0",,,,,,"50"
"Hotel Skypark Jeju 1","Venue",,"0",,,,,,"50"
"Hotel Gaon Seoul Dongdaemun","Venue",,"0",,,,,,"50"
"Lamer Tourist Hotel","Venue",,"0",,,,,,"50"
"The California Hotel Seoul Gangnam","Venue",,"0",,,,,,"50"
"Hotel Grammos Seoul","Venue",,"0",,,,,,"50"
"Robero Hotel Jeju","Venue",,"0",,,,,,"50"
"Hotel The Designers Jongno","Venue",,"0",,,,,,"50"
"Hotel Foret Busan Station","Venue",,"0",,,,,,"50"
"Suites Hotel Jeju","Venue",,"0",,,,,,"50"
"Hyundai Hotel Ulsan","Venue",,"0",,,,,,"50"
"New Cheonji Hotel Seoul","Venue",,"0",,,,,,"50"
"Saerim Hotel Insadong","Venue",,"0",,,,,,"50"
"Korea Tourist Hotel","Venue",,"0",,,,,,"50"
"Incheon Airport Hotel June","Venue",,"0",,,,,,"50"
"T.H.E Hotel & Vegas Casino Jeju","Venue",,"0",,,,,,"50"
"Ramada Hotel & Suites Seoul Namdaemun","Venue",,"0",,,,,,"50"
"Hotel Gs Plaza","Venue",,"0",,,,,,"50"
"Yeoksam Tomgi Hotel","Venue",,"0",,,,,,"50"
"Venezia Hotel Gangnam","Venue",,"0",,,,,,"50"
"The Win Boutique Hotel","Venue",,"0",,,,,,"50"
"Le Royal Express Hotel Salmiy","Venue",,"0",,,,,,"50"
"Best Western Hotel","Venue",,"0",,,,,,"50"
"Times Square Suite Hotel","Venue",,"0",,,,,,"50"
"Jw Marriott Hotel Kuwait City","Venue",,"0",,,,,,"50"
"Sheraton Kuwait Hotel & Towers","Venue",,"0",,,,,,"50"
"Mirage Suites Hotel","Venue",,"0",,,,,,"50"
"Symphony Style Hotel Kuwait Formerly Hotel Missoni","Venue",,"0",,,,,,"50"
"Kempinski Hotel Julaia","Venue",,"0",,,,,,"50"
"Safir International Hotel Kuwai","Venue",,"0",,,,,,"50"
"Moevenpick Hotel & Convention Centre Kuwait","Venue",,"0",,,,,,"50"
"The K Seoul Hotel","Venue",,"0",,,,,,"50"
"Three Seven Stay Hotel","Venue",,"0",,,,,,"50"
"Robero Hotel Jeju","Venue",,"0",,,,,,"50"
"Jumeirah Messilah Beach Hotel And Spa","Venue",,"0",,,,,,"50"
"Hotel Sumorum","Venue",,"0",,,,,,"50"
"Cosmos Hotel Gangnam","Venue",,"0",,,,,,"50"
"Geumcheon Multidoroci Event Hotel","Venue",,"0",,,,,,"50"
"Hotel Casa","Venue",,"0",,,,,,"50"
"Hotel Mare Gangnam","Venue",,"0",,,,,,"50"
"Hotel O Seoul","Venue",,"0",,,,,,"50"
"Imi Hotel","Venue",,"0",,,,,,"50"
"Jj Hotel","Venue",,"0",,,,,,"50"
"Lexy Hotel","Venue",,"0",,,,,,"50"
"Mate Hotel Jamsil","Venue",,"0",,,,,,"50"
"Nox Boutique Hotel","Venue",,"0",,,,,,"50"
"Pav Hotel","Venue",,"0",,,,,,"50"
"Seoul Baekje Hotel","Venue",,"0",,,,,,"50"
"Shinchon Vogue Hotel","Venue",,"0",,,,,,"50"
"Carlton Hotel Sangbong","Venue",,"0",,,,,,"50"
"Dodo Hotel","Venue",,"0",,,,,,"50"
"Terrebrune Hotel","Venue",,"0",,,,,,"50"
"Relais Et Chateaux Hotel Albergo","Venue",,"0",,,,,,"50"
"Hotel Parc Plaza","Venue",,"0",,,,,,"50"
"Hotel Nobilis","Venue",,"0",,,,,,"50"
"Christophe Colomb Hotel","Venue",,"0",,,,,,"50"
"Hotel Romantic","Venue",,"0",,,,,,"50"
"Vilnius Grand Resort Summit Hotels and Resorts","Venue",,"0",,,,,,"50"
"Moon Garden Art Hotel","Venue",,"0",,,,,,"50"
"Novotel Abu Dhabi Al Bustan Hotel","Venue",,"0",,,,,,"50"
"Hotel Ibis Al Rigga","Venue",,"0",,,,,,"50"
"Hotel Zemaites","Venue",,"0",,,,,,"50"
"Victoria Hotel","Venue",,"0",,,,,,"50"
"Sfinksas Hotel","Venue",,"0",,,,,,"50"
"Ararat All Suites Hotel Klaipeda","Venue",,"0",,,,,,"50"
"Grand Spa Lietuva Hotel Druskininkai","Venue",,"0",,,,,,"50"
"Alanta Hotel","Venue",,"0",,,,,,"50"
"Hotel Kaunas","Venue",,"0",,,,,,"50"
"Memel Hotel","Venue",,"0",,,,,,"50"
"Mikotel Hotel Vilnius","Venue",,"0",,,,,,"50"
"Klaipeda Hotel, Kaunas","Venue",,"0",,,,,,"50"
"Tilto Hotel Vilnius","Venue",,"0",,,,,,"50"
"Amberton Hotel (Former Klaipeda)","Venue",,"0",,,,,,"50"
"Corner Hotel","Venue",,"0",,,,,,"50"
"Comfort Hotel LT","Venue",,"0",,,,,,"50"
"Hotel Vandenis","Venue",,"0",,,,,,"50"
"Europa Silver City Hotel","Venue",,"0",,,,,,"50"
"Amicus Hotel","Venue",,"0",,,,,,"50"
"Zaliakalnio Viesbutis Hotel","Venue",,"0",,,,,,"50"
"Be Pusynas Hotel","Venue",,"0",,,,,,"50"
"Hotel Parc Belair","Venue",,"0",,,,,,"50"
"Campanile Hotel Luxembourg","Venue",,"0",,,,,,"50"
"Hotel Empire","Venue",,"0",,,,,,"50"
"Grand Hotel Cravat","Venue",,"0",,,,,,"50"
"Wellton Old Riga Palace Hotel","Venue",,"0",,,,,,"50"
"Radisson Blu Elizabete Hotel","Venue",,"0",,,,,,"50"
"Elizabete Hotel","Venue",,"0",,,,,,"50"
"Hotel Old City Boutique","Venue",,"0",,,,,,"50"
"Boutique Hotel Ainavas","Venue",,"0",,,,,,"50"
"Kolonna Hotel- Rezekne","Venue",,"0",,,,,,"50"
"Monte Kristo Hotel","Venue",,"0",,,,,,"50"
"Baltpark Hotel","Venue",,"0",,,,,,"50"
"NB Hotel","Venue",,"0",,,,,,"50"
"Hotel Riga","Venue",,"0",,,,,,"50"
"Best Hotel","Venue",,"0",,,,,,"50"
"Monika Centrum Hotels","Venue",,"0",,,,,,"50"
"Nordic Hotel Jekaba","Venue",,"0",,,,,,"50"
"Conti Hotel","Venue",,"0",,,,,,"50"
"Hotel Liene","Venue",,"0",,,,,,"50"
"Hotel Grand Palace","Venue",,"0",,,,,,"50"
"Konventa Seta Hotel","Venue",,"0",,,,,,"50"
"Reval Hotel Ridzene","Venue",,"0",,,,,,"50"
"Reval Hotel Latvija","Venue",,"0",,,,,,"50"
"Piemont Hotel","Venue",,"0",,,,,,"50"
"Legere Premium Hotel Luxembourg","Venue",,"0",,,,,,"50"
"Cocoon Hotel Belair","Venue",,"0",,,,,,"50"
"Best Western Plus Grand Hotel Victor Hugo","Venue",,"0",,,,,,"50"
"Best Western Euro Hotel","Venue",,"0",,,,,,"50"
"Am Klouschter Mondorf Les Bains Hotel","Venue",,"0",,,,,,"50"
"Novotel Kirchberg Hotel","Venue",,"0",,,,,,"50"
"Ibis Esch Belval Hotel","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel Luxembourg","Venue",,"0",,,,,,"50"
"Metropole Hotel Riga","Venue",,"0",,,,,,"50"
"Golden Tulip Galleria Hotel","Venue",,"0",,,,,,"50"
"Mabre Residence Hotel","Venue",,"0",,,,,,"50"
"Panorama Hotel","Venue",,"0",,,,,,"50"
"Senani Hotel","Venue",,"0",,,,,,"50"
"Mirage Hotel","Venue",,"0",,,,,,"50"
"The Oasis Hotel","Venue",,"0",,,,,,"50"
"Hotel Lanka Oberoi","Venue",,"0",,,,,,"50"
"Hibiscus Hotel","Venue",,"0",,,,,,"50"
"Hotel Dolpin","Venue",,"0",,,,,,"50"
"Maison Souvannaphoum Hotel","Venue",,"0",,,,,,"50"
"Deer Park Hotel","Venue",,"0",,,,,,"50"
"Galle Face Hotel","Venue",,"0",,,,,,"50"
"Lighthouse Hotel","Venue",,"0",,,,,,"50"
"Welcombe Hotel Cove","Venue",,"0",,,,,,"50"
"Ocean View Hotel and Spa","Venue",,"0",,,,,,"50"
"The Ginger Lily Hotel","Venue",,"0",,,,,,"50"
"Blu Hotel St Lucia","Venue",,"0",,,,,,"50"
"Kimatrai Hotel","Venue",,"0",,,,,,"50"
"The Orange Grove Hotel","Venue",,"0",,,,,,"50"
"Bay Gardens Hotel","Venue",,"0",,,,,,"50"
"Coral Beach Hotel and Resort Beirut","Venue",,"0",,,,,,"50"
"Le Duroy Hotel","Venue",,"0",,,,,,"50"
"Bzommar Palace Hotel","Venue",,"0",,,,,,"50"
"Victory Byblos Hotel and Spa","Venue",,"0",,,,,,"50"
